Cell.01	Cell.02	Cell.03	Cell.04	Cell.05	Cell.06	Cell.07	Cell.08	Cell.09	Cell.10	Cell.11	Cell.12	Cell.13	Cell.14	Cell.15	Cell.16	Cell.17	Cell.18	Cell.19	Cell.20
GeneID3919	6	4	3	0	9	3	6	8	1	3	4	2	6	6	3	6	5	6	4	6
GeneID3920	5	9	9	6	3	7	8	4	7	6	2	11	4	5	3	4	4	4	5	5
GeneID3921	4	2	4	6	3	4	4	6	1	5	5	3	9	3	3	5	6	5	2	5
GeneID3922	8	5	7	5	0	6	7	4	4	0	7	6	5	4	6	5	4	5	4	5
GeneID3923	6	4	3	5	3	2	5	6	4	6	8	3	5	5	8	7	6	6	4	9
GeneID3924	4	3	2	6	6	7	6	4	7	5	3	6	6	7	3	7	9	7	7	8
GeneID3925	4	4	11	6	8	9	6	6	4	5	4	2	7	1	6	5	7	9	11	4
GeneID3926	4	2	7	5	5	5	7	3	7	5	9	6	2	3	2	6	4	7	7	4
GeneID3927	4	8	3	1	6	2	2	4	4	6	12	4	3	3	6	3	7	5	5	6
GeneID3928	15	5	3	7	8	6	4	6	4	7	2	9	6	7	6	1	4	3	4	4
GeneID3929	5	7	5	2	1	3	3	2	3	8	5	5	2	5	7	5	5	4	2	10
GeneID3930	2	2	7	8	4	2	8	7	6	8	9	3	8	4	6	8	6	7	8	4
GeneID3931	6	1	4	4	4	1	3	10	2	3	9	3	9	4	8	5	3	7	7	7
GeneID3932	3	6	4	8	7	4	6	2	4	8	6	7	9	9	5	2	3	4	3	5
GeneID3933	8	8	6	9	4	5	5	7	6	2	3	6	5	7	3	5	3	4	8	4
GeneID3934	3	6	4	5	3	6	5	2	6	4	6	7	2	8	3	6	5	8	5	3
GeneID3935	6	7	5	5	7	8	3	5	5	7	2	5	4	6	2	3	9	8	3	7
GeneID3936	4	3	2	4	4	2	4	6	2	6	10	6	8	4	3	3	3	3	5	3
GeneID3937	3	6	10	9	2	8	7	4	4	5	8	3	3	7	9	6	3	8	6	6
GeneID3938	3	4	2	8	7	3	3	7	6	2	4	2	5	7	7	4	1	7	3	9
GeneID3939	3	4	1	5	6	4	7	6	3	4	5	3	3	5	4	3	4	2	2	4
GeneID3940	3	8	5	5	1	2	6	3	5	1	5	2	4	8	5	9	7	3	4	6
GeneID3941	5	2	7	1	5	3	6	8	5	4	7	6	1	2	4	1	5	8	1	8
GeneID3942	4	2	9	9	7	4	8	3	2	3	2	6	11	7	3	3	7	5	9	7
GeneID3943	1	5	7	7	5	3	3	7	0	3	1	3	5	2	8	3	5	6	4	7
GeneID3944	6	7	2	7	7	5	9	4	6	3	8	4	6	3	5	4	6	5	3	5
GeneID3945	6	6	4	7	5	8	10	4	3	5	1	4	5	3	7	7	4	6	3	3
GeneID3946	5	5	9	5	10	3	2	4	4	6	4	7	4	5	3	5	3	4	5	8
GeneID3947	2	1	6	6	4	4	6	3	3	8	3	4	1	5	5	3	4	7	7	5
GeneID3948	5	4	6	1	4	6	3	2	5	3	7	6	2	5	4	8	12	6	5	6
GeneID3949	6	10	5	10	6	9	10	9	9	3	9	2	10	3	4	6	7	2	3	3
GeneID3950	8	6	5	5	9	6	6	4	3	2	5	8	2	11	3	7	2	5	8	4
GeneID3951	5	2	2	4	6	6	1	4	9	5	10	4	6	4	5	2	7	10	5	4
GeneID3952	4	2	7	6	7	4	5	5	6	8	2	6	2	4	4	6	2	3	5	5
GeneID3953	8	4	5	3	3	8	3	3	3	1	7	6	4	7	3	5	6	1	5	2
GeneID3954	6	0	7	5	5	4	6	4	4	6	4	1	3	7	9	1	6	4	2	4
GeneID3955	2	5	3	6	4	3	6	7	3	7	4	4	5	3	6	5	3	7	6	7
GeneID3956	4	0	7	7	4	8	14	6	2	3	2	8	4	6	8	4	8	3	8	11
GeneID3957	3	3	5	9	4	3	4	4	2	2	4	6	3	8	6	2	5	5	1	3
GeneID3958	3	6	4	4	8	7	6	5	1	5	6	3	7	3	5	0	4	9	10	1
GeneID3959	7	5	8	3	6	7	8	5	4	10	3	2	5	3	3	3	9	6	4	8
GeneID3960	4	10	3	8	2	8	8	5	4	13	1	8	5	6	4	2	7	2	5	3
GeneID3961	5	6	2	7	5	4	2	5	7	4	4	3	5	6	4	4	5	3	3	3
GeneID3962	4	2	5	4	5	4	5	2	2	7	6	4	8	4	6	4	9	9	5	9
GeneID3963	4	4	3	8	4	7	3	4	5	8	7	2	12	6	8	3	6	3	5	4
GeneID3964	7	4	4	4	5	5	3	2	3	3	5	5	6	4	5	1	6	5	6	6
GeneID3965	3	3	2	7	2	5	1	6	7	5	7	5	2	3	7	2	1	8	8	2
GeneID3966	7	5	8	2	6	4	6	5	4	4	2	2	3	3	3	7	1	2	7	3
GeneID3967	3	4	3	7	8	4	6	6	3	5	4	6	6	6	6	4	3	2	9	1
GeneID3968	1	6	6	2	5	8	11	5	5	5	4	8	3	5	6	6	8	1	5	8
GeneID3969	3	4	3	5	1	9	3	6	7	5	5	8	4	4	5	5	5	3	3	4
GeneID3970	5	5	3	9	8	7	3	5	5	7	2	5	2	5	6	3	8	2	4	4
GeneID3971	6	4	7	6	3	7	8	4	2	5	6	4	6	4	8	4	7	13	4	3
GeneID3972	7	4	4	7	4	3	9	4	6	4	3	8	7	3	4	4	6	5	6	5
GeneID3973	3	3	4	6	3	6	2	4	6	2	3	3	2	5	3	5	4	6	3	6
GeneID3974	7	5	2	7	3	4	2	5	1	6	5	8	1	8	6	4	3	6	4	7
GeneID3975	9	2	5	5	9	6	4	7	4	5	3	5	5	5	7	6	9	4	4	5
GeneID3976	3	7	3	5	6	3	4	7	3	2	4	5	9	3	6	4	3	5	5	3
GeneID3977	6	5	1	2	6	7	8	3	6	3	7	1	5	4	5	2	3	4	12	5
GeneID3978	3	5	7	4	3	1	9	3	3	3	6	4	4	0	3	4	5	7	10	6
GeneID3979	5	4	2	4	2	6	5	3	2	4	8	7	6	5	3	2	2	5	7	6
GeneID3980	6	5	5	4	4	5	4	2	6	13	4	6	3	3	2	4	5	4	7	4
GeneID3981	8	5	4	4	8	2	3	2	8	7	2	7	4	8	0	8	7	4	4	3
GeneID3982	7	5	5	5	9	3	5	4	7	4	4	6	4	4	6	4	7	5	5	3
GeneID3983	5	7	3	3	1	8	5	5	6	5	7	6	3	3	3	5	4	10	7	2
GeneID3984	5	6	7	8	5	6	2	7	1	8	13	6	5	4	10	7	4	7	2	10
GeneID3985	6	5	8	6	5	8	6	1	2	2	9	3	3	0	3	4	3	5	6	4
GeneID3986	1	5	4	3	8	7	9	7	6	6	9	6	5	7	2	4	6	11	8	3
GeneID3987	3	3	1	6	4	6	5	0	9	3	6	9	5	3	7	7	1	2	2	6
GeneID3988	9	10	1	6	6	6	2	5	2	5	7	4	6	4	5	4	4	5	4	7
GeneID3989	11	7	6	8	0	7	3	2	11	2	10	2	4	4	7	1	5	7	5	9
GeneID3990	5	4	1	5	6	2	2	5	6	3	4	6	5	5	3	3	4	5	9	9
GeneID3991	4	10	8	6	5	4	6	10	4	6	10	5	5	2	4	5	7	4	6	1
GeneID3992	3	3	9	2	3	5	8	6	2	3	5	8	4	5	4	5	3	5	9	7
GeneID3993	1	5	8	6	3	6	4	3	6	4	10	3	4	1	2	3	4	5	2	6
GeneID3994	6	4	6	7	7	2	4	9	4	2	7	8	3	5	2	7	5	10	4	3
GeneID3995	6	7	3	6	4	5	5	8	10	6	5	2	2	9	5	6	6	0	9	7
GeneID3996	7	8	4	3	5	0	2	2	5	9	5	5	8	3	6	10	2	6	5	5
GeneID3997	6	6	6	6	2	2	6	11	7	9	5	2	6	4	6	2	4	2	3	2
GeneID3998	6	6	5	5	3	8	4	9	3	2	2	5	3	2	12	4	2	3	1	3
GeneID3999	6	3	6	3	2	2	10	5	6	7	3	5	5	9	5	9	2	8	6	5
GeneID4000	10	5	6	7	6	4	6	4	6	1	7	4	2	5	5	9	3	7	5	6
GeneID4001	5	4	7	5	5	4	5	8	3	4	4	5	7	3	6	7	5	6	5	4
GeneID4002	6	8	5	5	9	4	2	5	5	7	4	4	4	6	7	2	5	3	3	4
GeneID4003	4	7	4	3	8	7	1	5	9	4	7	4	2	6	4	6	4	5	6	2
GeneID4004	4	4	6	3	4	6	7	5	5	1	4	9	4	4	2	3	6	6	6	5
GeneID4005	5	5	5	6	4	4	3	3	5	7	0	10	3	5	8	5	4	4	9	2
GeneID4006	3	3	6	4	6	6	8	5	7	2	6	5	2	2	6	6	6	6	5	7
GeneID4007	6	3	5	7	7	3	5	4	8	4	8	8	10	4	4	4	2	5	3	6
GeneID4008	10	8	5	6	6	6	9	7	8	3	7	5	3	5	8	4	2	9	5	4
GeneID4009	4	8	4	9	6	4	9	6	9	4	2	5	7	6	7	3	11	4	9	5
GeneID4010	6	4	5	4	3	2	5	5	3	7	5	9	3	4	8	1	6	8	5	6
GeneID4011	4	5	4	12	4	4	5	3	6	6	7	2	3	8	11	6	4	7	1	5
GeneID4012	6	8	5	6	7	10	4	0	7	7	6	9	5	3	4	5	6	2	6	8
GeneID4013	5	4	10	5	3	4	2	4	5	4	6	6	8	4	6	4	7	6	2	4
GeneID4014	1	4	4	4	4	7	5	5	8	4	9	2	8	7	6	7	4	7	5	5
GeneID4015	2	2	4	3	5	4	4	11	7	4	4	2	8	4	2	2	5	3	5	5
GeneID4016	3	5	5	4	1	8	6	8	3	2	3	3	4	7	4	7	3	6	8	5
GeneID4017	5	5	6	1	5	4	3	10	8	9	2	3	3	6	0	5	5	3	8	1
GeneID4018	3	4	5	4	6	5	3	8	3	6	0	5	4	4	4	3	7	8	6	3
GeneID4019	4	5	8	6	6	1	4	5	5	5	6	7	9	5	5	9	3	4	2	7
GeneID4020	8	3	5	4	5	4	3	5	3	3	2	2	6	6	1	6	6	1	3	4
GeneID4021	3	8	7	5	3	6	3	5	10	6	2	4	5	6	4	4	4	6	3	5
GeneID4022	5	5	3	7	3	4	7	6	2	2	3	7	6	7	3	6	5	2	4	3
GeneID4023	7	6	3	6	2	7	5	3	5	6	5	6	4	3	7	7	2	3	1	11
GeneID4024	7	4	6	4	7	6	4	4	5	7	6	3	4	5	6	3	4	7	4	4
GeneID4025	5	4	6	3	8	8	5	4	3	6	5	6	4	4	9	3	4	7	5	6
GeneID4026	5	2	11	3	4	5	5	8	5	8	4	5	10	4	2	1	2	8	6	6
GeneID4027	6	7	7	3	2	3	4	5	7	5	5	3	4	5	4	7	6	7	2	1
GeneID4028	2	1	8	4	1	1	7	4	7	6	5	6	2	6	2	5	3	4	6	6
GeneID4029	6	9	9	6	9	2	7	4	2	4	6	7	3	8	2	2	6	5	9	6
GeneID4030	11	3	3	4	5	2	5	4	4	7	7	5	5	4	5	7	6	7	7	7
GeneID4031	4	2	3	2	6	5	4	4	5	3	5	4	6	4	4	9	4	7	3	3
GeneID4032	1	3	5	5	7	4	9	6	7	7	5	6	2	5	5	2	5	6	4	1
GeneID4033	6	8	3	5	7	6	5	7	4	5	3	3	10	7	6	3	6	7	9	6
GeneID4034	4	6	2	8	5	3	2	4	4	6	4	3	3	7	2	7	1	3	6	3
GeneID4035	4	2	2	5	6	4	6	6	4	3	5	6	3	4	5	6	4	6	9	2
GeneID4036	6	2	4	7	5	5	7	1	2	7	6	7	8	7	4	8	5	7	5	6
GeneID4037	3	3	4	4	4	7	6	3	4	4	4	5	2	6	3	4	9	9	3	6
GeneID4038	4	1	3	6	3	4	4	6	6	5	3	2	5	5	3	4	4	6	5	5
GeneID4039	5	10	5	4	5	6	6	6	2	6	5	7	6	2	6	5	4	6	2	7
GeneID4040	5	3	2	5	7	3	7	2	6	2	3	8	3	1	7	2	6	6	4	6
GeneID4041	6	2	8	1	2	4	5	5	8	8	9	7	6	6	4	6	0	7	4	6
GeneID4042	4	7	6	7	10	4	2	8	5	8	6	5	6	4	4	8	8	3	7	5
GeneID4043	4	6	5	7	8	2	4	7	9	7	6	3	1	2	5	6	4	7	1	7
GeneID4044	4	5	8	5	4	6	4	4	4	7	4	4	4	3	2	8	4	6	4	4
GeneID4045	2	4	7	6	2	3	6	1	4	1	1	2	4	2	2	8	7	7	4	2
GeneID4046	5	9	5	3	8	2	3	3	6	2	10	3	6	3	5	6	1	5	5	2
GeneID4047	5	5	2	5	4	3	5	5	4	3	6	4	10	5	2	4	3	2	8	4
GeneID4048	8	2	2	6	7	8	6	4	4	5	3	8	7	7	3	5	3	4	6	1
GeneID4049	0	4	4	7	8	3	8	7	3	3	6	7	4	2	6	3	2	2	10	7
GeneID4050	5	5	9	7	4	5	3	5	5	2	7	4	5	3	2	7	8	7	10	6
GeneID4051	1	4	3	0	5	8	6	6	5	4	3	5	4	5	4	6	3	3	13	4
GeneID4052	9	7	2	4	4	4	5	6	2	6	11	6	5	6	5	6	5	5	3	6
GeneID4053	5	7	8	7	4	6	3	4	4	7	6	2	7	4	11	9	6	4	7	3
GeneID4054	2	4	8	3	5	3	7	6	7	7	7	2	5	5	2	4	8	3	7	1
GeneID4055	5	6	7	6	4	5	4	6	5	7	2	4	8	2	8	5	5	6	6	1
GeneID4056	2	4	6	4	6	4	3	2	3	5	6	4	7	7	6	3	7	3	1	4
GeneID4057	5	3	5	3	4	7	6	2	6	9	3	7	2	2	3	4	7	8	4	5
GeneID4058	3	1	3	2	5	5	4	2	0	4	6	5	6	6	4	7	5	5	3	6
GeneID4059	2	4	7	3	8	9	4	6	5	1	4	6	6	6	6	2	5	3	7	9
GeneID4060	7	7	6	6	7	8	6	5	4	2	4	4	4	5	2	5	4	4	6	1
GeneID4061	4	5	4	2	5	5	4	7	7	3	3	3	4	5	4	6	3	5	8	9
GeneID4062	3	4	5	6	3	5	4	6	4	4	5	4	3	3	10	4	5	3	6	3
GeneID4063	6	4	5	10	6	3	5	1	5	6	6	3	2	5	4	5	3	13	3	2
GeneID4064	4	5	10	6	4	4	5	7	1	5	3	4	8	8	4	5	2	7	5	4
GeneID4065	4	5	6	3	3	4	4	8	7	3	2	1	3	7	5	2	5	9	1	6
GeneID4066	6	2	2	2	7	8	4	4	2	8	3	4	5	4	5	4	6	2	6	1
GeneID4067	6	3	6	1	4	8	3	4	4	4	3	5	3	6	5	6	7	2	1	5
GeneID4068	8	5	2	5	6	6	4	4	1	8	5	6	4	2	7	6	4	9	5	4
GeneID4069	7	7	3	8	4	4	6	4	3	3	8	1	3	6	8	4	1	7	2	2
GeneID4070	4	8	8	7	3	3	5	5	7	3	5	4	6	3	14	8	6	5	2	5
GeneID4071	6	5	6	5	5	2	4	5	2	7	6	6	7	5	5	5	6	0	5	4
GeneID4072	4	4	6	7	6	5	6	9	7	3	5	5	3	6	2	7	2	5	5	11
GeneID4073	4	3	6	6	7	9	2	0	8	4	3	8	3	6	5	2	6	6	0	6
GeneID4074	8	6	6	4	7	4	3	3	7	6	4	2	4	6	10	3	4	6	6	4
GeneID4075	8	5	3	9	5	5	3	8	2	5	5	6	4	5	7	4	7	4	7	3
GeneID4076	3	3	0	7	4	3	7	6	10	5	6	3	0	7	6	4	7	11	5	9
GeneID4077	6	6	7	2	6	5	6	4	6	1	7	4	6	8	5	5	2	3	9	5
GeneID4078	7	9	2	5	2	4	6	3	8	6	4	6	9	5	6	7	4	7	8	1
GeneID4079	2	5	4	5	5	6	4	6	7	4	6	7	2	3	6	3	6	3	6	5
GeneID4080	4	4	4	8	4	5	5	8	4	6	4	2	4	4	12	4	10	4	6	6
GeneID4081	2	3	4	5	12	2	8	4	3	5	7	6	6	4	7	4	4	6	5	7
GeneID4082	1	5	4	7	7	4	6	5	7	5	3	1	2	3	5	4	1	6	2	4
GeneID4083	4	5	11	7	10	3	6	5	3	6	7	5	3	5	6	5	6	5	2	7
GeneID4084	5	4	3	7	5	4	3	4	6	3	4	7	3	1	3	1	5	5	4	6
GeneID4085	5	4	5	3	4	3	3	5	4	9	6	5	5	5	6	4	4	7	3	7
GeneID4086	3	2	6	5	4	8	2	11	8	4	8	3	1	4	9	3	1	11	5	7
GeneID4087	7	7	6	7	4	7	1	5	3	7	6	6	4	5	2	3	7	3	3	4
GeneID4088	5	10	9	5	4	9	3	1	7	4	3	6	3	6	4	6	7	4	4	8
GeneID4089	7	6	9	4	2	3	5	4	3	2	6	3	7	5	7	1	3	5	4	2
GeneID4090	4	8	2	5	5	5	6	6	6	0	3	10	5	7	7	1	8	4	4	6
GeneID4091	4	5	7	8	6	8	4	4	4	8	1	6	3	4	8	8	5	9	7	1
GeneID4092	9	3	8	3	8	7	5	8	3	1	3	10	5	0	6	2	6	4	5	1
GeneID4093	4	4	1	5	3	4	9	7	3	8	11	3	7	7	5	4	3	3	4	5
GeneID4094	7	5	6	5	4	3	7	4	12	6	5	3	13	8	5	8	5	6	5	10
GeneID4095	9	9	4	5	8	8	8	6	5	7	5	2	4	4	6	7	5	6	2	7
GeneID4096	3	4	12	2	6	6	3	4	5	2	6	7	9	7	4	4	5	7	5	5
GeneID4097	6	3	5	3	5	4	6	3	4	7	4	5	4	3	6	3	11	4	3	7
GeneID4098	3	5	8	2	9	2	3	2	10	6	3	6	5	7	3	10	4	1	2	3
GeneID4099	4	2	5	8	4	5	4	6	5	4	2	3	8	7	4	4	4	0	5	5
GeneID4100	6	6	3	5	1	9	5	5	3	8	2	4	4	5	5	6	12	4	5	5
GeneID4101	7	4	1	5	8	4	6	5	6	2	9	7	2	5	5	5	7	5	5	5
GeneID4102	4	5	5	5	2	4	5	4	6	2	4	4	2	9	6	4	7	7	5	6
GeneID4103	4	4	4	8	4	6	6	8	8	4	2	6	9	5	5	5	9	5	7	3
GeneID4104	9	2	5	7	2	4	6	5	7	3	12	7	2	8	8	7	3	5	5	4
GeneID4105	3	7	2	6	10	3	6	5	4	2	6	6	5	4	1	6	4	3	0	5
GeneID4106	8	3	4	2	4	3	3	3	7	6	3	5	5	5	2	9	5	3	5	7
GeneID4107	7	1	3	3	4	3	4	3	5	4	7	5	10	7	7	6	4	6	8	2
GeneID4108	4	4	6	7	4	7	9	3	3	9	3	6	6	6	6	5	6	9	5	3
GeneID4109	7	5	3	7	5	6	5	2	6	4	1	10	7	5	6	6	4	3	5	4
GeneID4110	6	4	7	2	4	2	6	5	10	4	3	6	3	6	7	7	7	4	14	3
GeneID4111	4	7	4	3	5	8	5	4	5	8	8	3	9	5	4	3	1	7	3	5
GeneID4112	4	8	4	4	1	7	6	5	4	7	4	10	6	7	7	7	5	2	7	4
GeneID4113	4	8	3	6	7	2	3	3	2	6	3	5	4	7	4	9	5	4	3	8
GeneID4114	4	9	6	5	3	11	9	7	9	8	4	4	4	2	8	3	3	8	6	6
GeneID4115	2	3	2	4	5	4	8	4	5	7	3	9	4	5	8	5	2	4	7	4
GeneID4116	8	4	2	8	5	7	7	0	8	4	2	6	5	3	6	4	6	4	3	5
GeneID4117	4	6	3	6	5	4	8	1	7	6	7	4	3	4	12	4	4	6	5	5
GeneID4118	5	4	3	7	2	2	6	6	4	2	4	5	8	6	5	6	8	1	5	4
GeneID4119	4	5	9	4	5	4	6	5	9	2	6	8	5	3	4	5	9	4	4	3
GeneID4120	4	1	7	7	4	5	6	2	10	3	6	8	9	10	6	3	6	4	9	4
GeneID4121	6	4	8	6	4	4	3	4	5	6	8	8	4	5	6	4	3	3	7	5
GeneID4122	18	8	5	4	7	2	6	7	9	5	8	2	5	4	6	8	5	3	3	7
GeneID4123	5	4	2	3	5	4	7	5	6	1	6	6	3	3	8	8	5	2	2	5
GeneID4124	6	6	9	3	7	3	4	4	7	3	3	4	6	7	9	6	4	8	5	5
GeneID4125	5	3	2	5	3	3	7	5	2	3	2	3	4	7	7	3	3	7	9	8
GeneID4126	6	2	4	5	5	7	3	6	4	10	3	5	3	2	4	2	5	8	6	4
GeneID4127	1	10	6	6	3	4	1	5	8	5	5	2	4	4	7	2	5	8	4	8
GeneID4128	5	2	4	5	3	4	3	6	4	4	5	5	7	7	4	2	1	3	4	9
GeneID4129	5	2	8	4	6	8	4	3	4	9	3	5	6	5	5	2	1	6	7	5
GeneID4130	5	2	4	8	4	5	7	4	3	5	9	5	4	5	3	6	5	5	7	7
GeneID4131	7	5	4	9	4	5	3	9	2	5	5	4	6	10	4	7	4	5	7	4
GeneID4132	5	3	3	3	6	2	9	2	3	3	5	0	4	4	3	4	4	5	5	6
GeneID4133	6	8	5	6	3	11	3	3	3	4	3	3	2	4	6	3	4	4	2	7
GeneID4134	9	4	8	5	7	3	4	7	2	4	3	6	5	10	6	5	5	4	3	6
GeneID4135	5	4	6	2	5	4	3	7	5	5	6	11	4	0	3	4	5	6	4	6
GeneID4136	4	4	7	5	5	5	3	4	6	2	8	5	13	1	6	4	2	2	3	10
GeneID4137	3	4	9	4	2	3	4	8	8	2	6	3	6	3	7	4	6	7	5	4
GeneID4138	7	2	5	6	3	4	8	5	4	6	3	6	6	9	8	3	2	7	8	6
GeneID4139	4	6	3	8	4	8	4	6	8	3	9	5	8	3	2	5	6	6	3	3
GeneID4140	6	1	3	5	7	5	4	2	6	3	3	7	1	9	9	5	7	3	5	5
GeneID4141	6	1	5	8	7	4	3	3	4	3	5	8	6	4	2	5	4	8	3	4
GeneID4142	4	6	3	8	7	4	5	3	4	3	4	4	3	10	5	6	2	2	5	3
GeneID4143	5	3	6	6	2	3	6	2	5	6	10	0	2	6	6	3	4	7	1	8
GeneID4144	3	3	9	3	2	3	6	8	5	9	2	5	5	2	6	3	4	5	6	1
GeneID4145	8	5	6	7	6	7	5	9	3	3	6	3	4	8	8	11	8	6	1	4
GeneID4146	3	6	10	5	7	8	6	4	1	3	8	8	5	5	5	6	6	5	3	5
GeneID4147	6	9	6	5	7	4	8	5	6	4	7	8	5	6	10	8	4	5	8	4
GeneID4148	6	6	5	6	3	2	3	3	4	5	4	11	3	7	3	3	8	2	9	4
GeneID4149	5	2	5	7	4	3	6	9	6	4	4	5	4	4	7	6	1	6	4	8
GeneID4150	4	6	6	5	8	9	3	2	9	4	2	2	3	2	5	4	3	0	9	4
GeneID4151	9	5	4	5	4	7	3	5	2	2	7	7	4	9	3	4	7	8	3	7
GeneID4152	5	4	4	5	5	7	5	3	8	3	8	2	3	2	2	6	6	3	3	6
GeneID4153	5	2	4	3	6	5	4	1	3	10	1	5	6	6	7	9	5	8	6	6
GeneID4154	4	7	6	3	4	3	5	2	10	4	4	3	6	4	8	5	4	8	8	4
GeneID4155	4	3	10	3	8	4	8	1	9	3	1	6	5	4	4	2	10	3	1	5
GeneID4156	5	3	7	2	5	6	4	4	8	8	3	4	6	5	6	6	3	2	4	5
GeneID4157	4	3	5	3	3	2	4	9	5	3	5	3	4	5	3	3	7	7	4	5
GeneID4158	1	3	5	3	5	6	6	7	3	1	5	5	11	9	6	3	4	4	2	8
GeneID4159	10	6	7	4	5	2	6	4	7	4	5	1	5	6	5	4	4	3	4	7
GeneID4160	5	5	8	4	10	2	6	4	2	5	5	9	4	7	3	4	6	4	4	2
GeneID4161	4	5	3	7	6	4	3	9	2	2	3	3	6	5	7	4	8	4	2	4
GeneID4162	7	7	7	5	2	1	1	6	5	5	5	5	5	4	4	6	6	4	5	3
GeneID4163	5	2	1	5	2	6	3	9	3	4	5	4	8	3	4	5	3	5	7	7
GeneID4164	4	3	5	8	5	6	6	8	3	5	6	5	5	5	4	5	5	3	2	5
GeneID4165	3	10	6	8	6	2	3	1	7	6	5	5	2	7	3	7	3	6	5	3
GeneID4166	4	6	4	4	6	6	8	4	5	3	6	9	7	4	4	7	11	4	5	1
GeneID4167	6	8	3	5	2	5	9	6	4	6	3	5	5	6	5	6	8	4	4	4
GeneID4168	9	7	4	4	7	6	4	4	6	7	4	5	5	6	3	2	5	8	5	4
GeneID4169	7	0	7	3	1	4	5	3	5	4	5	6	1	4	8	4	7	4	4	4
GeneID4170	8	1	10	5	5	6	11	3	8	8	2	2	3	6	2	6	5	6	2	4
GeneID4171	3	2	6	8	7	4	4	1	1	1	5	5	10	4	8	4	8	6	5	4
GeneID4172	6	5	6	2	4	5	4	7	5	4	3	6	6	5	7	6	6	8	10	8
GeneID4173	6	6	7	2	7	3	5	8	5	9	3	7	6	8	6	5	4	9	6	4
GeneID4174	3	7	4	6	4	4	8	6	8	12	9	5	7	9	5	1	3	5	7	4
GeneID4175	8	7	8	6	6	5	5	6	9	8	5	7	4	7	2	4	5	5	6	8
GeneID4176	7	4	3	2	8	2	6	6	5	6	8	1	3	5	3	5	8	5	6	6
GeneID4177	4	2	1	14	8	6	7	6	7	3	6	4	8	6	6	4	8	5	7	2
GeneID4178	3	4	7	4	1	3	6	5	5	7	3	3	4	2	3	11	14	3	6	4
GeneID4179	6	8	3	6	2	5	9	7	5	3	3	6	5	6	4	4	4	2	4	5
GeneID4180	8	4	6	1	5	4	3	6	9	3	5	8	3	5	6	5	4	5	6	2
GeneID4181	5	4	6	3	3	4	4	4	7	8	5	6	4	6	3	4	8	1	7	4
GeneID4182	10	0	7	3	6	5	4	2	9	5	3	10	8	6	6	2	2	6	4	3
GeneID4183	2	7	4	9	13	6	4	4	5	6	1	3	7	5	4	5	3	5	7	5
GeneID4184	4	8	4	4	4	4	12	3	8	5	5	6	1	6	7	8	2	6	6	7
GeneID4185	5	5	2	6	6	7	6	5	9	6	5	2	10	3	3	7	4	7	5	3
GeneID4186	3	8	8	3	5	4	5	9	3	2	5	2	3	3	7	6	4	3	6	2
GeneID4187	3	1	6	4	7	5	6	7	4	3	2	7	4	4	4	3	3	4	5	5
GeneID4188	4	2	6	8	5	2	7	6	6	4	2	10	3	4	5	3	6	6	5	4
GeneID4189	5	4	9	2	6	9	9	7	5	5	6	3	2	5	8	5	8	6	4	4
GeneID4190	4	3	4	4	7	7	5	4	5	3	4	2	4	4	8	3	7	5	6	4
GeneID4191	11	3	3	3	5	5	6	4	6	6	7	4	2	2	8	4	7	6	7	6
GeneID4192	4	5	1	7	3	7	4	8	3	5	4	6	5	2	6	7	8	4	3	4
GeneID4193	5	6	4	9	7	5	1	4	4	8	5	8	3	6	4	4	6	3	5	4
GeneID4194	7	6	7	6	4	0	3	11	5	4	3	5	6	6	2	3	8	6	4	8
GeneID4195	6	7	1	5	5	2	4	1	5	4	3	4	6	6	5	4	7	9	8	6
GeneID4196	6	5	10	9	7	10	9	3	3	3	7	10	6	8	9	8	3	8	5	3
GeneID4197	6	3	5	4	1	2	4	5	7	4	5	5	5	3	6	4	4	5	9	0
GeneID4198	6	9	4	6	6	4	5	4	8	8	4	9	1	6	10	6	4	7	3	9
GeneID4199	4	4	6	7	7	1	6	5	8	4	4	3	6	6	5	8	2	6	5	8
GeneID4200	6	9	9	7	8	4	7	4	4	6	6	5	8	9	2	3	6	3	8	5
GeneID4201	7	9	4	6	4	10	2	5	3	7	5	3	5	7	10	4	5	3	5	4
GeneID4202	6	6	3	3	6	7	7	4	2	5	4	3	5	10	9	4	4	8	6	3
GeneID4203	5	5	8	5	6	9	6	4	4	6	3	3	6	4	5	2	2	9	3	7
GeneID4204	5	4	4	2	5	4	2	9	9	6	5	5	5	5	2	9	6	6	6	8
GeneID4205	10	3	8	5	4	5	5	4	7	5	2	8	2	2	6	7	2	4	2	5
GeneID4206	5	9	8	2	7	4	3	2	4	7	4	9	6	1	4	1	6	2	7	7
GeneID4207	4	8	4	5	3	11	4	8	3	4	5	10	3	4	3	3	11	5	5	9
GeneID4208	2	9	5	6	2	4	8	1	5	5	7	5	3	5	4	8	5	6	5	6
GeneID4209	1	4	3	4	5	2	6	8	4	0	4	4	5	9	7	3	6	6	4	5
GeneID4210	6	1	10	7	8	4	6	2	5	7	2	4	4	8	2	10	4	7	10	7
GeneID4211	7	7	5	5	5	8	3	3	8	7	8	6	2	6	3	9	6	3	6	7
GeneID4212	6	2	8	4	5	8	4	6	4	8	4	5	4	3	6	3	2	3	2	4
GeneID4213	6	3	6	8	7	5	11	3	4	4	4	6	3	8	4	3	12	4	6	5
